"ProbeSet","Chr","Mb"
"10341234","Un","1.0"
"10341235","Un","1.0"
"10341236","Un","1.0"
"10341237","Un","1.0"
"10341238","Un","1.0"
"10341239","Un","1.0"
"10341240","Un","1.0"
"10341241","Un","1.0"
"10341242","Un","1.0"
"10341243","Un","1.0"
"10341244","Un","1.0"
"10341245","Un","1.0"
"10341246","Un","1.0"
"10341247","Un","1.0"
"10341248","Un","1.0"
"10341249","Un","1.0"
"10341250","Un","1.0"
"10341251","Un","1.0"
"10341252","Un","1.0"
"10341253","Un","1.0"
"10341254","8","75.092319"
"10341255","Un","1.0"
"10341256","Un","1.0"
"10341257","Un","1.0"
"10341258","Un","1.0"
"10341259","Un","1.0"
"10341260","Un","1.0"
"10341261","Un","1.0"
"10341262","Un","1.0"
"10341263","Un","1.0"
"10341264","Un","1.0"
"10341265","Un","1.0"
"10341266","Un","1.0"
"10341267","1","174.015575"
"10341268","Un","1.0"
"10341269","7","140.172965"
"10341270","Un","1.0"
"10341271","Un","1.0"
"10341272","Un","1.0"
"10341273","Un","1.0"
"10341274","Un","1.0"
"10341275","Un","1.0"
"10341276","Un","1.0"
"10341277","Un","1.0"
"10341278","Un","1.0"
"10341279","Un","1.0"
"10341280","Un","1.0"
"10341281","Un","1.0"
"10341282","Un","1.0"
"10341283","Un","1.0"
"10341284","Un","1.0"
"10341285","Un","1.0"
"10341286","Un","1.0"
"10341287","Un","1.0"
"10341288","Un","1.0"
"10341289","Un","1.0"
"10341290","Un","1.0"
"10341291","Un","1.0"
"10341292","Un","1.0"
"10341293","Un","1.0"
"10341294","Un","1.0"
"10341295","Un","1.0"
"10341296","Un","1.0"
"10341297","Un","1.0"
"10341298","Un","1.0"
"10341299","11","50.109808"
"10341300","Un","1.0"
"10341301","Un","1.0"
"10341302","Un","1.0"
"10341303","Un","1.0"
"10341304","16","3.887509"
"10341305","Un","1.0"
"10341306","Un","1.0"
"10341307","Un","1.0"
"10341308","Un","1.0"
"10341309","Un","1.0"
"10341310","Un","1.0"
"10341311","Un","1.0"
"10341312","Un","1.0"
"10341313","Un","1.0"
"10341314","Un","1.0"
"10341315","Un","1.0"
"10341316","Un","1.0"
"10341317","Un","1.0"
"10341318","Un","1.0"
"10341319","Un","1.0"
"10341320","Un","1.0"
"10341321","Un","1.0"
"10341322","Un","1.0"
"10341323","Un","1.0"
"10341324","Un","1.0"
"10341325","Un","1.0"
"10341326","Un","1.0"
"10341327","Un","1.0"
"10341328","Un","1.0"
"10341329","Un","1.0"
"10341330","Un","1.0"
"10341331","Un","1.0"
"10341332","Un","1.0"
"10341333","Un","1.0"
"10341334","Un","1.0"
"10341335","Un","1.0"
"10341336","Un","1.0"
"10341337","Un","1.0"
"10341338","17","11.52119"
"10341339","Un","1.0"
"10341340","Un","1.0"
"10341341","Un","1.0"
"10341342","Un","1.0"
"10341343","Un","1.0"
"10341344","Un","1.0"
"10341345","Un","1.0"
"10341346","Un","1.0"
"10341347","Un","1.0"
"10341348","Un","1.0"
"10341349","Un","1.0"
"10341350","Un","1.0"
"10341351","Un","1.0"
"10341352","Un","1.0"
"10341353","Un","1.0"
"10341354","Un","1.0"
"10341355","Un","1.0"
"10341356","Un","1.0"
"10341357","Un","1.0"
"10341358","Un","1.0"
"10341359","Un","1.0"
"10341360","Un","1.0"
"10341361","Un","1.0"
"10341362","Un","1.0"
"10341363","Un","1.0"
"10341364","Un","1.0"
"10341365","Un","1.0"
"10341366","Un","1.0"
"10341367","Un","1.0"
"10341368","Un","1.0"
"10341369","Un","1.0"
"10341370","Un","1.0"
"10341371","Un","1.0"
"10341372","Un","1.0"
"10341373","Un","1.0"
"10341374","Un","1.0"
"10341375","Un","1.0"
"10341376","Un","1.0"
"10341377","Un","1.0"
"10341378","Un","1.0"
"10341379","Un","1.0"
"10341380","Un","1.0"
"10341381","Un","1.0"
"10341382","Un","1.0"
"10341383","Un","1.0"
"10341384","Un","1.0"
"10341385","Un","1.0"
"10341386","Un","1.0"
"10341387","Un","1.0"
"10341388","Un","1.0"
"10341389","4","129.284892"
"10341390","Un","1.0"
"10341391","Un","1.0"
"10341392","Un","1.0"
"10341393","Un","1.0"
"10341394","Un","1.0"
"10341395","Un","1.0"
"10341396","Un","1.0"
"10341397","Un","1.0"
"10341398","Un","1.0"
"10341399","Un","1.0"
"10341400","Un","1.0"
"10341401","Un","1.0"
"10341402","Un","1.0"
"10341403","Un","1.0"
"10341404","5","92.507793"
"10341405","Un","1.0"
"10341406","Un","1.0"
"10341407","Un","1.0"
"10341408","Un","1.0"
"10341409","Un","1.0"
"10341410","Un","1.0"
"10341411","Un","1.0"
"10341412","Un","1.0"
"10341413","13","21.480262"
"10341414","Un","1.0"
"10341415","Un","1.0"
"10341416","Un","1.0"
"10341417","Un","1.0"
"10341418","Un","1.0"
"10341419","Un","1.0"
"10341420","Un","1.0"
"10341421","Un","1.0"
"10341422","Un","1.0"
"10341423","Un","1.0"
"10341424","Un","1.0"
"10341425","Un","1.0"
"10341426","Un","1.0"
"10341427","6","87.841972"
"10341428","Un","1.0"
"10341429","Un","1.0"
"10341430","Un","1.0"
"10341431","Un","1.0"
"10341432","Un","1.0"
"10341433","Un","1.0"
"10341434","Un","1.0"
"10341435","Un","1.0"
"10341436","Un","1.0"
"10341437","Un","1.0"
"10341438","Un","1.0"
"10341439","Un","1.0"
"10341440","Un","1.0"
"10341441","Un","1.0"
"10341442","Un","1.0"
"10341443","Un","1.0"
"10341444","Un","1.0"
"10341445","2","128.510559"
"10341446","Un","1.0"
"10341447","4","137.778153"
"10341448","Un","1.0"
"10341449","Un","1.0"
"10341450","Un","1.0"
"10341451","Un","1.0"
"10341452","Un","1.0"
"10341453","Un","1.0"
"10341454","Un","1.0"
"10341455","Un","1.0"
"10341456","Un","1.0"
"10341457","Un","1.0"
"10341458","Un","1.0"
"10341459","Un","1.0"
"10341460","Un","1.0"
"10341461","Un","1.0"
"10341462","Un","1.0"
"10341463","Un","1.0"
"10341464","Un","1.0"
"10341465","Un","1.0"
"10341466","Un","1.0"
"10341467","Un","1.0"
"10341468","Un","1.0"
"10341469","Un","1.0"
"10341470","Un","1.0"
"10341471","Un","1.0"
"10341472","Un","1.0"
"10341473","Un","1.0"
"10341474","Un","1.0"
"10341475","Un","1.0"
"10341476","Un","1.0"
"10341477","Un","1.0"
"10341478","Un","1.0"
"10341479","Un","1.0"
"10341480","Un","1.0"
"10341481","Un","1.0"
"10341482","Un","1.0"
"10341483","Un","1.0"
"10341484","Un","1.0"
"10341485","Un","1.0"
"10341486","Un","1.0"
"10341487","Un","1.0"
"10341488","Un","1.0"
"10341489","Un","1.0"
"10341490","Un","1.0"
"10341491","Un","1.0"
"10341492","Un","1.0"
"10341493","Un","1.0"
"10341494","Un","1.0"
"10341495","Un","1.0"
"10341496","Un","1.0"
"10341497","Un","1.0"
"10341498","Un","1.0"
"10341499","Un","1.0"
"10341500","Un","1.0"
"10341501","Un","1.0"
"10341502","Un","1.0"
"10341503","Un","1.0"
"10341504","Un","1.0"
"10341505","Un","1.0"
"10341506","Un","1.0"
"10341507","Un","1.0"
"10341508","Un","1.0"
"10341509","Un","1.0"
"10341510","Un","1.0"
"10341511","Un","1.0"
"10341512","Un","1.0"
"10341513","Un","1.0"
"10341514","Un","1.0"
"10341515","Un","1.0"
"10341516","Un","1.0"
"10341517","Un","1.0"
"10341518","Un","1.0"
"10341519","Un","1.0"
"10341520","Un","1.0"
"10341521","Un","1.0"
"10341522","Un","1.0"
"10341523","Un","1.0"
"10341524","Un","1.0"
"10341525","Un","1.0"
"10341526","Un","1.0"
"10341527","Un","1.0"
"10341528","Un","1.0"
"10341529","Un","1.0"
"10341530","19","10.690048"
"10341531","Un","1.0"
"10341532","Un","1.0"
"10341533","Un","1.0"
"10341534","Un","1.0"
"10341535","Un","1.0"
"10341536","Un","1.0"
"10341537","Un","1.0"
"10341538","Un","1.0"
"10341539","Un","1.0"
"10341540","Un","1.0"
"10341541","Un","1.0"
"10341542","19","10.614337"
"10341543","Un","1.0"
"10341544","Un","1.0"
"10341545","Un","1.0"
"10341546","Un","1.0"
"10341547","Un","1.0"
"10341548","Un","1.0"
"10341549","Un","1.0"
"10341550","Un","1.0"
"10341551","Un","1.0"
"10341552","Un","1.0"
"10341553","Un","1.0"
"10341554","Un","1.0"
"10341555","Un","1.0"
"10341556","Un","1.0"
"10341557","Un","1.0"
"10341558","Un","1.0"
"10341559","Un","1.0"
"10341560","Un","1.0"
"10341561","Un","1.0"
"10341562","Un","1.0"
"10341563","Un","1.0"
"10341564","Un","1.0"
"10341565","Un","1.0"
"10341566","Un","1.0"
"10341567","Un","1.0"
"10341568","Un","1.0"
"10341569","Un","1.0"
"10341570","1","174.045154"
"10341571","Un","1.0"
"10341572","Un","1.0"
"10341573","Un","1.0"
"10341574","Un","1.0"
"10341575","Un","1.0"
"10341576","Un","1.0"
"10341577","Un","1.0"
"10341578","Un","1.0"
"10341579","Un","1.0"
"10341580","Un","1.0"
"10341581","Un","1.0"
"10341582","Un","1.0"
"10341583","Un","1.0"
"10341584","Un","1.0"
"10341585","Un","1.0"
"10341586","Un","1.0"
"10341587","Un","1.0"
"10341588","Un","1.0"
"10341589","Un","1.0"
"10341590","Un","1.0"
"10341591","Un","1.0"
"10341592","Un","1.0"
"10341593","Un","1.0"
"10341594","Un","1.0"
"10341595","Un","1.0"
"10341596","11","50.110885"
"10341597","Un","1.0"
"10341598","Un","1.0"
"10341599","Un","1.0"
"10341600","Un","1.0"
"10341601","Un","1.0"
"10341602","Un","1.0"
"10341603","Un","1.0"
"10341604","Un","1.0"
"10341605","Un","1.0"
"10341606","Un","1.0"
"10341607","Un","1.0"
"10341608","Un","1.0"
"10341609","Un","1.0"
"10341610","Un","1.0"
"10341611","Un","1.0"
"10341612","Un","1.0"
"10341613","Un","1.0"
"10341614","Un","1.0"
"10341615","Un","1.0"
"10341616","Un","1.0"
"10341617","Un","1.0"
"10341618","Un","1.0"
"10341619","Un","1.0"
"10341620","Un","1.0"
"10341621","13","59.760232"
"10341622","Un","1.0"
"10341623","Un","1.0"
"10341624","Un","1.0"
"10341625","Un","1.0"
"10341626","Un","1.0"
"10341627","Un","1.0"
"10341628","Un","1.0"
"10341629","Un","1.0"
"10341630","Un","1.0"
"10341631","Un","1.0"
"10341632","Un","1.0"
"10341633","Un","1.0"
"10341634","Un","1.0"
"10341635","Un","1.0"
"10341636","Un","1.0"
"10341637","10","59.755284"
"10341638","Un","1.0"
"10341639","Un","1.0"
"10341640","Un","1.0"
"10341641","Un","1.0"
"10341642","Un","1.0"
"10341643","Un","1.0"
"10341644","Un","1.0"
"10341645","Un","1.0"
"10341646","10","59.759914"
"10341647","Un","1.0"
"10341648","Un","1.0"
"10341649","Un","1.0"
"10341650","Un","1.0"
"10341651","Un","1.0"
"10341652","Un","1.0"
"10341653","Un","1.0"
"10341654","Un","1.0"
"10341655","Un","1.0"
"10341656","Un","1.0"
"10341657","Un","1.0"
"10341658","Un","1.0"
"10341659","Un","1.0"
"10341660","Un","1.0"
"10341661","Un","1.0"
"10341662","Un","1.0"
"10341663","Un","1.0"
"10341664","Un","1.0"
"10341665","Un","1.0"
"10341666","Un","1.0"
"10341667","Un","1.0"
"10341668","Un","1.0"
"10341669","Un","1.0"
"10341670","Un","1.0"
"10341671","Un","1.0"
"10341672","Un","1.0"
"10341673","Un","1.0"
"10341674","Un","1.0"
"10341675","Un","1.0"
"10341676","Un","1.0"
"10341677","Un","1.0"
"10341678","Un","1.0"
"10341679","Un","1.0"
"10341680","Un","1.0"
"10341681","Un","1.0"
"10341682","Un","1.0"
"10341683","Un","1.0"
"10341684","Un","1.0"
"10341685","Un","1.0"
"10341686","Un","1.0"
"10341687","Un","1.0"
"10341688","Un","1.0"
"10341689","Un","1.0"
"10341690","Un","1.0"
"10341691","Un","1.0"
"10341692","Un","1.0"
"10341693","Un","1.0"
"10341694","Un","1.0"
"10341695","Un","1.0"
"10341696","Un","1.0"
"10341697","Un","1.0"
"10341698","Un","1.0"
"10341699","Un","1.0"
"10341700","Un","1.0"
"10341701","Un","1.0"
"10341702","Un","1.0"
"10341703","Un","1.0"
"10341704","Un","1.0"
"10341705","Un","1.0"
"10341706","Un","1.0"
"10341707","Un","1.0"
"10341708","Un","1.0"
"10341709","Un","1.0"
"10341710","Un","1.0"
"10341711","Un","1.0"
"10341712","Un","1.0"
"10341713","Un","1.0"
"10341714","Un","1.0"
"10341715","Un","1.0"
"10341716","Un","1.0"
"10341717","Un","1.0"
"10341718","Un","1.0"
"10341719","Un","1.0"
"10341720","Un","1.0"
"10341721","Un","1.0"
"10341722","Un","1.0"
"10341723","Un","1.0"
"10341724","Un","1.0"
"10341725","Un","1.0"
"10341726","Un","1.0"
"10341727","Un","1.0"
"10341728","Un","1.0"
"10341729","Un","1.0"
"10341730","Un","1.0"
"10341731","Un","1.0"
"10341732","Un","1.0"
"10341733","Un","1.0"
"10341734","Un","1.0"
"10341735","Un","1.0"
"10341736","Un","1.0"
"10341737","Un","1.0"
"10341738","Un","1.0"
"10341739","Un","1.0"
"10341740","Un","1.0"
"10341741","Un","1.0"
"10341742","Un","1.0"
"10341743","Un","1.0"
"10341744","Un","1.0"
"10341745","Un","1.0"
"10341746","Un","1.0"
"10341747","Un","1.0"
"10341748","Un","1.0"
"10341749","5","73.445396"
"10341750","Un","1.0"
"10341751","Un","1.0"
"10341752","Un","1.0"
"10341753","Un","1.0"
"10341754","Un","1.0"
"10341755","Un","1.0"
"10341756","Un","1.0"
"10341757","Un","1.0"
"10341758","Un","1.0"
"10341759","Un","1.0"
"10341760","Un","1.0"
"10341761","Un","1.0"
"10341762","Un","1.0"
"10341763","Un","1.0"
"10341764","Un","1.0"
"10341765","Un","1.0"
"10341766","Un","1.0"
"10341767","Un","1.0"
"10341768","Un","1.0"
"10341769","Un","1.0"
"10341770","Un","1.0"
"10341771","Un","1.0"
"10341772","Un","1.0"
"10341773","Un","1.0"
"10341774","Un","1.0"
"10341775","Un","1.0"
"10341776","Un","1.0"
"10341777","Un","1.0"
"10341778","Un","1.0"
"10341779","2","35.045427"
"10341780","Un","1.0"
"10341781","Un","1.0"
"10341782","Un","1.0"
"10341783","Un","1.0"
"10341784","Un","1.0"
"10341785","Un","1.0"
"10341786","Un","1.0"
"10341787","Un","1.0"
"10341788","15","57.714524"
"10341789","Un","1.0"
"10341790","Un","1.0"
"10341791","Un","1.0"
"10341792","Un","1.0"
"10341793","Un","1.0"
"10341794","Un","1.0"
"10341795","Un","1.0"
"10341796","Un","1.0"
"10341797","Un","1.0"
"10341798","Un","1.0"
"10341799","Un","1.0"
"10341800","Un","1.0"
"10341801","Un","1.0"
"10341802","Un","1.0"
"10341803","Un","1.0"
"10341804","Un","1.0"
"10341805","Un","1.0"
"10341806","Un","1.0"
"10341807","Un","1.0"
"10341808","Un","1.0"
"10341809","Un","1.0"
"10341810","Un","1.0"
"10341811","Un","1.0"
"10341812","Un","1.0"
"10341813","Un","1.0"
"10341814","Un","1.0"
"10341815","Un","1.0"
"10341816","Un","1.0"
"10341817","Un","1.0"
"10341818","Un","1.0"
"10341819","Un","1.0"
"10341820","Un","1.0"
"10341821","Un","1.0"
"10341822","Un","1.0"
"10341823","Un","1.0"
"10341824","Un","1.0"
"10341825","Un","1.0"
"10341826","8","108.056231"
"10341827","Un","1.0"
"10341828","Un","1.0"
"10341829","Un","1.0"
"10341830","Un","1.0"
"10341831","Un","1.0"
"10341832","Un","1.0"
"10341833","Un","1.0"
"10341834","Un","1.0"
"10341835","Un","1.0"
"10341836","6","83.00607"
"10341837","Un","1.0"
"10341838","Un","1.0"
"10341839","Un","1.0"
"10341840","Un","1.0"
"10341841","Un","1.0"
"10341842","Un","1.0"
"10341843","Un","1.0"
"10341844","Un","1.0"
"10341845","1","174.012737"
"10341846","Un","1.0"
"10341847","Un","1.0"
"10341848","Un","1.0"
"10341849","Un","1.0"
"10341850","Un","1.0"
"10341851","Un","1.0"
"10341852","Un","1.0"
"10341853","Un","1.0"
"10341854","Un","1.0"
"10341855","Un","1.0"
"10341856","Un","1.0"
"10341857","Un","1.0"
"10341858","Un","1.0"
"10341859","Un","1.0"
"10341860","Un","1.0"
"10341861","Un","1.0"
"10341862","Un","1.0"
"10341863","Un","1.0"
"10341864","Un","1.0"
"10341865","Un","1.0"
"10341866","Un","1.0"
"10341867","Un","1.0"
"10341868","Un","1.0"
"10341869","Un","1.0"
"10341870","Un","1.0"
"10341871","Un","1.0"
"10341872","Un","1.0"
"10341873","Un","1.0"
"10341874","Un","1.0"
"10341875","Un","1.0"
"10341876","Un","1.0"
"10341877","Un","1.0"
"10341878","Un","1.0"
"10341879","Un","1.0"
"10341880","7","121.41385"
"10341881","Un","1.0"
"10341882","Un","1.0"
"10341883","Un","1.0"
"10341884","Un","1.0"
"10341885","Un","1.0"
"10341886","Un","1.0"
"10341887","Un","1.0"
"10341888","Un","1.0"
"10341889","Un","1.0"
"10341890","Un","1.0"
"10341891","Un","1.0"
"10341892","Un","1.0"
"10341893","Un","1.0"
"10341894","Un","1.0"
"10341895","Un","1.0"
"10341896","Un","1.0"
"10341897","2","128.508553"
"10341898","Un","1.0"
"10341899","Un","1.0"
"10341900","Un","1.0"
"10341901","Un","1.0"
"10341902","Un","1.0"
"10341903","Un","1.0"
"10341904","Un","1.0"
"10341905","Un","1.0"
"10341906","Un","1.0"
"10341907","Un","1.0"
"10341908","Un","1.0"
"10341909","Un","1.0"
"10341910","Un","1.0"
"10341911","Un","1.0"
"10341912","Un","1.0"
"10341913","Un","1.0"
"10341914","Un","1.0"
"10341915","Un","1.0"
"10341916","Un","1.0"
"10341917","Un","1.0"
"10341918","Un","1.0"
"10341919","Un","1.0"
"10341920","Un","1.0"
"10341921","Un","1.0"
"10341922","Un","1.0"
"10341923","Un","1.0"
"10341924","Un","1.0"
"10341925","Un","1.0"
"10341926","Un","1.0"
"10341927","Un","1.0"
"10341928","Un","1.0"
"10341929","Un","1.0"
"10341930","1","174.038665"
"10341931","Un","1.0"
"10341932","Un","1.0"
"10341933","Un","1.0"
"10341934","Un","1.0"
"10341935","Un","1.0"
"10341936","Un","1.0"
"10341937","Un","1.0"
"10341938","Un","1.0"
"10341939","Un","1.0"
"10341940","Un","1.0"
"10341941","Un","1.0"
"10341942","Un","1.0"
"10341943","Un","1.0"
"10341944","Un","1.0"
"10341945","Un","1.0"
"10341946","Un","1.0"
"10341947","Un","1.0"
"10341948","Un","1.0"
"10341949","Un","1.0"
"10341950","Un","1.0"
"10341951","8","75.094777"
"10341952","Un","1.0"
"10341953","Un","1.0"
"10341954","Un","1.0"
"10341955","Un","1.0"
"10341956","1","174.038472"
"10341957","Un","1.0"
"10341958","Un","1.0"
"10341959","Un","1.0"
"10341960","Un","1.0"
"10341961","Un","1.0"
"10341962","Un","1.0"
"10341963","Un","1.0"
"10341964","Un","1.0"
"10341965","Un","1.0"
"10341966","Un","1.0"
"10341967","Un","1.0"
"10341968","Un","1.0"
"10341969","Un","1.0"
"10341970","Un","1.0"
"10341971","Un","1.0"
"10341972","Un","1.0"
"10341973","Un","1.0"
"10341974","Un","1.0"
"10341975","Un","1.0"
"10341976","Un","1.0"
"10341977","Un","1.0"
"10341978","Un","1.0"
"10341979","Un","1.0"
"10341980","Un","1.0"
"10341981","Un","1.0"
"10341982","Un","1.0"
"10341983","Un","1.0"
"10341984","Un","1.0"
"10341985","Un","1.0"
"10341986","17","35.239823"
"10341987","Un","1.0"
"10341988","Un","1.0"
"10341989","Un","1.0"
"10341990","Un","1.0"
"10341991","Un","1.0"
"10341992","Un","1.0"
"10341993","Un","1.0"
"10341994","Un","1.0"
"10341995","Un","1.0"
"10341996","Un","1.0"
"10341997","Un","1.0"
"10341998","Un","1.0"
"10341999","Un","1.0"
"10342000","Un","1.0"
"10342001","Un","1.0"
"10342002","Un","1.0"
"10342003","Un","1.0"
"10342004","Un","1.0"
"10342005","Un","1.0"
"10342006","Un","1.0"
"10342007","Un","1.0"
"10342008","Un","1.0"
"10342009","Un","1.0"
"10342010","Un","1.0"
"10342011","4","137.787839"
"10342012","Un","1.0"
"10342013","Un","1.0"
"10342014","Un","1.0"
"10342015","Un","1.0"
"10342016","Un","1.0"
"10342017","14","71.065852"
"10342018","Un","1.0"
"10342019","Un","1.0"
"10342020","Un","1.0"
"10342021","Un","1.0"
"10342022","5","73.443483"
"10342023","Un","1.0"
"10342024","Un","1.0"
"10342025","Un","1.0"
"10342026","Un","1.0"
"10342027","Un","1.0"
"10342028","Un","1.0"
"10342029","Un","1.0"
"10342030","Un","1.0"
"10342031","Un","1.0"
"10342032","Un","1.0"
"10342033","Un","1.0"
"10342034","Un","1.0"
"10342035","Un","1.0"
"10342036","Un","1.0"
"10342037","Un","1.0"
"10342038","Un","1.0"
"10342039","Un","1.0"
"10342040","Un","1.0"
"10342041","Un","1.0"
"10342042","Un","1.0"
"10342043","Un","1.0"
"10342044","Un","1.0"
"10342045","Un","1.0"
"10342046","Un","1.0"
"10342047","Un","1.0"
"10342048","Un","1.0"
"10342049","Un","1.0"
"10342050","Un","1.0"
"10342051","Un","1.0"
"10342052","Un","1.0"
"10342053","5","73.413482"
"10342054","Un","1.0"
"10342055","1","174.019386"
"10342056","Un","1.0"
"10342057","Un","1.0"
"10342058","Un","1.0"
"10342059","Un","1.0"
"10342060","Un","1.0"
"10342061","Un","1.0"
"10342062","Un","1.0"
"10342063","Un","1.0"
"10342064","Un","1.0"
"10342065","Un","1.0"
"10342066","Un","1.0"
"10342067","Un","1.0"
"10342068","2","128.504874"
"10342069","Un","1.0"
"10342070","Un","1.0"
"10342071","Un","1.0"
"10342072","Un","1.0"
"10342073","Un","1.0"
"10342074","Un","1.0"
"10342075","Un","1.0"
"10342076","Un","1.0"
"10342077","Un","1.0"
"10342078","Un","1.0"
"10342079","Un","1.0"
"10342080","Un","1.0"
"10342081","Un","1.0"
"10342082","Un","1.0"
"10342083","Un","1.0"
"10342084","Un","1.0"
"10342085","Un","1.0"
"10342086","Un","1.0"
"10342087","Un","1.0"
"10342088","Un","1.0"
"10342089","Un","1.0"
"10342090","Un","1.0"
"10342091","Un","1.0"
"10342092","Un","1.0"
"10342093","Un","1.0"
"10342094","Un","1.0"
"10342095","Un","1.0"
"10342096","Un","1.0"
"10342097","Un","1.0"
"10342098","Un","1.0"
"10342099","4","137.778708"
"10342100","Un","1.0"
"10342101","Un","1.0"
"10342102","Un","1.0"
"10342103","Un","1.0"
"10342104","5","92.506108"
"10342105","Un","1.0"
"10342106","Un","1.0"
"10342107","Un","1.0"
"10342108","Un","1.0"
"10342109","Un","1.0"
"10342110","Un","1.0"
"10342111","Un","1.0"
"10342112","Un","1.0"
"10342113","Un","1.0"
"10342114","Un","1.0"
"10342115","Un","1.0"
"10342116","Un","1.0"
"10342117","Un","1.0"
"10342118","Un","1.0"
"10342119","Un","1.0"
"10342120","11","72.489167"
"10342121","Un","1.0"
"10342122","Un","1.0"
"10342123","Un","1.0"
"10342124","Un","1.0"
"10342125","Un","1.0"
"10342126","Un","1.0"
"10342127","Un","1.0"
"10342128","Un","1.0"
"10342129","Un","1.0"
"10342130","Un","1.0"
"10342131","Un","1.0"
"10342132","Un","1.0"
"10342133","Un","1.0"
"10342134","Un","1.0"
"10342135","Un","1.0"
"10342136","Un","1.0"
"10342137","Un","1.0"
"10342138","Un","1.0"
"10342139","Un","1.0"
"10342140","Un","1.0"
"10342141","Un","1.0"
"10342142","Un","1.0"
"10342143","Un","1.0"
"10342144","Un","1.0"
"10342145","Un","1.0"
"10342146","Un","1.0"
"10342147","Un","1.0"
"10342148","Un","1.0"
"10342149","Un","1.0"
"10342150","Un","1.0"
"10342151","Un","1.0"
"10342152","Un","1.0"
"10342153","Un","1.0"
"10342154","Un","1.0"
"10342155","Un","1.0"
"10342156","Un","1.0"
"10342157","Un","1.0"
"10342158","Un","1.0"
"10342159","Un","1.0"
"10342160","Un","1.0"
"10342161","Un","1.0"
"10342162","1","173.0"
"10342163","Un","1.0"
"10342164","Un","1.0"
"10342165","Un","1.0"
"10342166","Un","1.0"
"10342167","Un","1.0"
"10342168","Un","1.0"
"10342169","Un","1.0"
"10342170","Un","1.0"
"10342171","Un","1.0"
"10342172","Un","1.0"
"10342173","Un","1.0"
"10342174","Un","1.0"
"10342175","Un","1.0"
"10342176","Un","1.0"
"10342177","Un","1.0"
"10342178","Un","1.0"
"10342179","Un","1.0"
"10342180","Un","1.0"
"10342181","Un","1.0"
"10342182","Un","1.0"
"10342183","Un","1.0"
"10342184","Un","1.0"
"10342185","Un","1.0"
"10342186","Un","1.0"
"10342187","Un","1.0"
"10342188","Un","1.0"
"10342189","Un","1.0"
"10342190","Un","1.0"
"10342191","Un","1.0"
"10342192","4","108.522744"
"10342193","Un","1.0"
"10342194","Un","1.0"
"10342195","Un","1.0"
"10342196","Un","1.0"
"10342197","Un","1.0"
"10342198","Un","1.0"
"10342199","Un","1.0"
"10342200","Un","1.0"
"10342201","Un","1.0"
"10342202","Un","1.0"
"10342203","Un","1.0"
"10342204","Un","1.0"
"10342205","Un","1.0"
"10342206","Un","1.0"
"10342207","Un","1.0"
"10342208","Un","1.0"
"10342209","Un","1.0"
"10342210","Un","1.0"
"10342211","Un","1.0"
"10342212","Un","1.0"
"10342213","Un","1.0"
"10342214","Un","1.0"
"10342215","Un","1.0"
"10342216","Un","1.0"
"10342217","Un","1.0"
"10342218","Un","1.0"
"10342219","Un","1.0"
"10342220","Un","1.0"
"10342221","Un","1.0"
"10342222","Un","1.0"
"10342223","Un","1.0"
"10342224","Un","1.0"
"10342225","Un","1.0"
"10342226","Un","1.0"
"10342227","Un","1.0"
"10342228","Un","1.0"
"10342229","Un","1.0"
"10342230","Un","1.0"
"10342231","Un","1.0"
"10342232","Un","1.0"
"10342233","10","59.74223"
"10342234","Un","1.0"
"10342235","Un","1.0"
"10342236","Un","1.0"
"10342237","Un","1.0"
"10342238","Un","1.0"
"10342239","Un","1.0"
"10342240","Un","1.0"
"10342241","Un","1.0"
"10342242","Un","1.0"
"10342243","11","57.0"
"10342244","Un","1.0"
"10342245","Un","1.0"
"10342246","Un","1.0"
"10342247","Un","1.0"
"10342248","Un","1.0"
"10342249","Un","1.0"
"10342250","Un","1.0"
"10342251","Un","1.0"
"10342252","Un","1.0"
"10342253","Un","1.0"
"10342254","Un","1.0"
"10342255","Un","1.0"
"10342256","Un","1.0"
"10342257","Un","1.0"
"10342258","Un","1.0"
"10342259","Un","1.0"
"10342260","Un","1.0"
"10342261","10","59.757719"
"10342262","Un","1.0"
"10342263","Un","1.0"
"10342264","Un","1.0"
"10342265","Un","1.0"
"10342266","Un","1.0"
"10342267","Un","1.0"
"10342268","Un","1.0"
"10342269","Un","1.0"
"10342270","Un","1.0"
"10342271","Un","1.0"
"10342272","Un","1.0"
"10342273","Un","1.0"
"10342274","Un","1.0"
"10342275","Un","1.0"
"10342276","Un","1.0"
"10342277","Un","1.0"
"10342278","Un","1.0"
"10342279","Un","1.0"
"10342280","Un","1.0"
"10342281","Un","1.0"
"10342282","Un","1.0"
"10342283","Un","1.0"
"10342284","Un","1.0"
"10342285","Un","1.0"
"10342286","Un","1.0"
"10342287","Un","1.0"
"10342288","Un","1.0"
"10342289","Un","1.0"
"10342290","Un","1.0"
"10342291","Un","1.0"
"10342292","Un","1.0"
"10342293","Un","1.0"
"10342294","19","17.469803"
"10342295","Un","1.0"
"10342296","Un","1.0"
"10342297","Un","1.0"
"10342298","Un","1.0"
"10342299","Un","1.0"
"10342300","Un","1.0"
"10342301","Un","1.0"
"10342302","Un","1.0"
"10342303","Un","1.0"
"10342304","Un","1.0"
"10342305","Un","1.0"
"10342306","Un","1.0"
"10342307","1","174.048198"
"10342308","1","174.049653"
